age,workclass,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,target,workclass_Imputed,occupation_Imputed
44.0, Private,15.0, Divorced, Prof-specialty, Not-in-family, White, Female,99.0, United-States,0, Private, Prof-specialty
25.0, Private,11.0, Never-married, Adm-clerical, Not-in-family, White, Female,40.0, United-States,0, Private, Adm-clerical
38.0, Private,9.0, Divorced, Craft-repair, Unmarried, Black, Female,40.0, United-States,0, Private, Craft-repair
22.0, State-gov,10.0, Never-married, Tech-support, Own-child, White, Female,10.0, United-States,0, State-gov, Tech-support
53.0, Private,13.0, Divorced, Craft-repair, Not-in-family, White, Female,50.0, United-States,0, Private, Craft-repair
52.0, Private,4.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, United-States,0, Private, Craft-repair
37.0, Private,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,40.0, United-States,0, Private, Machine-op-inspct
30.0, Private,12.0, Married-civ-spouse, Transport-moving, Wife, White, Female,37.0, United-States,1, Private, Transport-moving
33.0, Private,11.0, Married-civ-spouse, Tech-support, Wife, White, Female,40.0, United-States,1, Private, Tech-support
18.0, Private,9.0, Never-married, Adm-clerical, Other-relative, White, Female,30.0, United-States,0, Private, Adm-clerical
57.0, Private,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,40.0, United-States,0, Private, Transport-moving
28.0, Private,4.0, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,40.0, Puerto-Rico,0, Private, Handlers-cleaners
33.0, Private,16.0, Never-married, Prof-specialty, Not-in-family, White, Female,60.0, United-States,1, Private, Prof-specialty
38.0, Private,5.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40.0, United-States,0, Private, Handlers-cleaners
31.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,65.0, United-States,0, Private, Craft-repair
62.0, Federal-gov,9.0, Widowed, Exec-managerial, Not-in-family, White, Female,36.0, United-States,0, Federal-gov, Exec-managerial
28.0, Private,9.0, Never-married, Craft-repair, Own-child, Black, Male,40.0, United-States,0, Private, Craft-repair
41.0, Private,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,70.0, United-States,1, Private, Exec-managerial
65.0, Private,10.0, Divorced, Adm-clerical, Unmarried, White, Female,40.0, United-States,0, Private, Adm-clerical
22.0, Private,10.0, Never-married, Craft-repair, Own-child, White, Male,20.0, United-States,0, Private, Craft-repair
35.0, Private,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,40.0, United-States,0, Private, Prof-specialty
45.0, Private,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,50.0, United-States,1, Private, Transport-moving
44.0, Private,4.0, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,40.0, Nicaragua,0, Private, Machine-op-inspct
30.0, Private,9.0, Never-married, Craft-repair, Unmarried, White, Male,40.0, United-States,0, Private, Craft-repair
37.0, Private,14.0, Separated, Exec-managerial, Not-in-family, White, Male,45.0, United-States,1, Private, Exec-managerial
25.0, Private,10.0, Never-married, Sales, Own-child, White, Male,42.0, United-States,0, Private, Sales
65.0, Local-gov,10.0, Divorced, Adm-clerical, Not-in-family, White, Female,28.0, United-States,0, Local-gov, Adm-clerical
37.0, Private,10.0, Married-civ-spouse, Other-service, Husband, White, Male,40.0, United-States,0, Private, Other-service
50.0, Private,10.0, Divorced, Machine-op-inspct, Not-in-family, Black, Female,40.0, United-States,0, Private, Machine-op-inspct
22.0, State-gov,10.0, Never-married, Transport-moving, Own-child, White, Male,25.0, United-States,0, State-gov, Transport-moving
36.0, Private,10.0, Divorced, Adm-clerical, Unmarried, White, Female,40.0, United-States,0, Private, Adm-clerical
28.0, Private,11.0, Divorced, Exec-managerial, Not-in-family, White, Male,50.0, United-States,1, Private, Exec-managerial
56.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,35.0, United-States,1, Private, Craft-repair
35.0, Local-gov,13.0, Divorced, Prof-specialty, Not-in-family, White, Male,40.0, United-States,0, Local-gov, Prof-specialty
41.0, Private,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,45.0, United-States,1, Private, Prof-specialty
27.0, Private,9.0, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,40.0, United-States,0, Private, Other-service
18.0, Private,7.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,40.0, United-States,0, Private, Handlers-cleaners
35.0, State-gov,13.0, Separated, Exec-managerial, Not-in-family, White, Male,42.0, United-States,0, State-gov, Exec-managerial
21.0, Private,9.0, Married-civ-spouse, Craft-repair, Wife, Black, Female,30.0, United-States,0, Private, Craft-repair
20.0, Private,9.0, Never-married, Machine-op-inspct, Own-child, White, Male,40.0, United-States,0, Private, Machine-op-inspct
66.0, Private,13.0, Married-civ-spouse, Priv-house-serv, Other-relative, White, Male,99.0, United-States,0, Private, Priv-house-serv
52.0, Self-emp-inc,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,40.0, United-States,1, Self-emp-inc, Exec-managerial
47.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, United-States,0, Private, Craft-repair
44.0, Private,13.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40.0, United-States,1, Private, Machine-op-inspct
26.0, Private,6.0, Never-married, Adm-clerical, Not-in-family, Black, Male,20.0, United-States,0, Private, Adm-clerical
25.0, State-gov,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,40.0, United-States,0, State-gov, Prof-specialty
51.0, Self-emp-not-inc,14.0, Divorced, Prof-specialty, Unmarried, White, Male,60.0, United-States,1, Self-emp-not-inc, Prof-specialty
48.0, Private,12.0, Married-civ-spouse, Transport-moving, Husband, White, Male,50.0, United-States,0, Private, Transport-moving
55.0, Private,9.0, Divorced, Craft-repair, Not-in-family, White, Female,40.0, England,0, Private, Craft-repair
40.0, Local-gov,9.0, Never-married, Protective-serv, Not-in-family, White, Male,42.0, United-States,0, Local-gov, Protective-serv
28.0, Self-emp-not-inc,7.0, Never-married, Sales, Own-child, White, Male,40.0, United-States,0, Self-emp-not-inc, Sales
27.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, United-States,0, Private, Craft-repair
44.0, Local-gov,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,44.0, United-States,1, Local-gov, Prof-specialty
32.0, Local-gov,9.0, Divorced, Adm-clerical, Unmarried, White, Female,40.0, United-States,0, Local-gov, Adm-clerical
48.0, Private,9.0, Widowed, Other-service, Unmarried, White, Female,25.0, United-States,0, Private, Other-service
60.0, Self-emp-inc,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,40.0, United-States,1, Self-emp-inc, Prof-specialty
38.0, Private,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,40.0, United-States,1, Private, Prof-specialty
45.0, Private,10.0, Widowed, Other-service, Unmarried, Black, Female,40.0, United-States,0, Private, Other-service
63.0, Private,4.0, Widowed, Other-service, Not-in-family, White, Female,41.0, United-States,0, Private, Other-service
50.0, State-gov,13.0, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,40.0, United-States,0, State-gov, Prof-specialty
47.0, Private,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,40.0, United-States,0, Private, Exec-managerial
41.0, Self-emp-inc,10.0, Married-civ-spouse, Sales, Husband, White, Male,91.0, United-States,0, Self-emp-inc, Sales
27.0, Private,13.0, Never-married, Exec-managerial, Not-in-family, White, Female,40.0, United-States,0, Private, Exec-managerial
29.0, Private,9.0, Divorced, Sales, Unmarried, White, Female,32.0, United-States,0, Private, Sales
64.0, Private,7.0, Widowed, Farming-fishing, Unmarried, White, Female,40.0, United-States,0, Private, Farming-fishing
18.0, Private,7.0, Never-married, Sales, Own-child, White, Female,20.0, United-States,0, Private, Sales
21.0, Private,10.0, Never-married, Craft-repair, Own-child, Black, Female,40.0, United-States,0, Private, Craft-repair
64.0, Private,10.0, Widowed, Tech-support, Unmarried, White, Female,40.0, United-States,0, Private, Tech-support
63.0, Private,10.0, Widowed, Adm-clerical, Unmarried, White, Female,43.0, United-States,0, Private, Adm-clerical
43.0, Private,13.0, Divorced, Exec-managerial, Not-in-family, White, Male,35.0, United-States,0, Private, Exec-managerial
31.0, Private,4.0, Married-civ-spouse, Other-service, Husband, White, Male,40.0, Mexico,0, Private, Other-service
20.0, Private,10.0, Never-married, Craft-repair, Other-relative, White, Female,25.0, United-States,0, Private, Craft-repair
90.0, Self-emp-not-inc,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,12.0, United-States,0, Self-emp-not-inc, Exec-managerial
35.0, Private,11.0, Never-married, Craft-repair, Own-child, Black, Male,40.0, United-States,0, Private, Craft-repair
64.0, Private,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,16.0, United-States,0, Private, Transport-moving
29.0, Private,11.0, Never-married, Craft-repair, Not-in-family, White, Male,50.0, United-States,0, Private, Craft-repair
46.0, Private,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,45.0, United-States,1, Private, Prof-specialty
33.0, Local-gov,9.0, Divorced, Protective-serv, Unmarried, White, Male,40.0, United-States,0, Local-gov, Protective-serv
34.0, Private,10.0, Married-civ-spouse, Prof-specialty, Husband, Black, Male,50.0, United-States,0, Private, Prof-specialty
68.0, Federal-gov,9.0, Divorced, Prof-specialty, Not-in-family, White, Female,40.0, United-States,0, Federal-gov, Prof-specialty
38.0, Private,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,65.0, United-States,1, Private, Exec-managerial
36.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,50.0, United-States,0, Private, Exec-managerial
34.0, Local-gov,9.0, Never-married, Farming-fishing, Not-in-family, Black, Male,60.0, United-States,0, Local-gov, Farming-fishing
33.0, Private,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,50.0, United-States,0, Private, Exec-managerial
52.0, Private,8.0, Married-civ-spouse, Craft-repair, Wife, Black, Female,40.0, United-States,1, Private, Craft-repair
51.0, Self-emp-not-inc,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,60.0, United-States,0, Self-emp-not-inc, Craft-repair
52.0, Private,10.0, Married-civ-spouse, Sales, Husband, White, Male,40.0, United-States,0, Private, Sales
73.0, Private,15.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, United-States,0, Private, Craft-repair
22.0, Private,10.0, Never-married, Sales, Own-child, White, Male,15.0, United-States,0, Private, Sales
40.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,56.0, United-States,0, Private, Craft-repair
79.0, Private,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,20.0, United-States,0, Private, Adm-clerical
33.0, Local-gov,12.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40.0, United-States,0, Local-gov, Handlers-cleaners
23.0, Private,9.0, Never-married, Other-service, Unmarried, White, Female,35.0, United-States,0, Private, Other-service
44.0, Private,10.0, Divorced, Craft-repair, Not-in-family, White, Male,55.0, United-States,0, Private, Craft-repair
22.0, Private,9.0, Never-married, Sales, Own-child, Black, Female,35.0, United-States,0, Private, Sales
28.0, Local-gov,10.0, Never-married, Exec-managerial, Own-child, White, Female,40.0, United-States,0, Local-gov, Exec-managerial
46.0, Local-gov,14.0, Divorced, Prof-specialty, Not-in-family, White, Female,55.0, United-States,1, Local-gov, Prof-specialty
40.0, Private,6.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40.0, United-States,1, Private, Machine-op-inspct
31.0, Private,9.0, Divorced, Machine-op-inspct, Other-relative, White, Male,40.0, United-States,0, Private, Machine-op-inspct
20.0, Private,9.0, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,48.0, United-States,0, Private, Handlers-cleaners
56.0, Private,9.0, Married-civ-spouse, Sales, Wife, White, Female,35.0, United-States,0, Private, Sales
24.0, Private,14.0, Never-married, Adm-clerical, Not-in-family, White, Male,56.0, United-States,0, Private, Adm-clerical
44.0, Private,9.0, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,45.0, Laos,0, Private, Machine-op-inspct
38.0, Private,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,60.0, United-States,0, Private, Transport-moving
20.0, Federal-gov,9.0, Never-married, Other-service, Not-in-family, White, Female,40.0, United-States,0, Federal-gov, Other-service
60.0, Private,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,40.0, United-States,0, Private, Adm-clerical
47.0, Private,11.0, Divorced, Craft-repair, Not-in-family, White, Male,40.0, United-States,0, Private, Craft-repair
24.0, Private,13.0, Never-married, Other-service, Own-child, Black, Female,75.0, United-States,0, Private, Other-service
62.0, Private,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,40.0, United-States,1, Private, Exec-managerial
31.0, Private,9.0, Never-married, Farming-fishing, Not-in-family, White, Male,40.0, Ireland,0, Private, Farming-fishing
57.0, Self-emp-inc,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,20.0, United-States,0, Self-emp-inc, Exec-managerial
30.0, State-gov,13.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,40.0, India,1, State-gov, Prof-specialty
29.0, Private,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,48.0, United-States,0, Private, Machine-op-inspct
23.0, Local-gov,10.0, Never-married, Other-service, Not-in-family, Black, Male,30.0, United-States,0, Local-gov, Other-service
43.0, Private,7.0, Never-married, Transport-moving, Not-in-family, White, Male,42.0, United-States,0, Private, Transport-moving
29.0, Private,8.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,40.0, Dominican-Republic,0, Private, Handlers-cleaners
24.0, Private,13.0, Married-civ-spouse, Prof-specialty, Other-relative, Asian-Pac-Islander, Female,40.0, Philippines,0, Private, Prof-specialty
38.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,52.0, United-States,1, Private, Craft-repair
38.0, Local-gov,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,38.0, United-States,0, Local-gov, Prof-specialty
19.0, Private,10.0, Never-married, Craft-repair, Own-child, White, Female,40.0, United-States,0, Private, Craft-repair
35.0, Self-emp-not-inc,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,60.0, United-States,0, Self-emp-not-inc, Exec-managerial
37.0, Private,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,40.0, United-States,1, Private, Prof-specialty
33.0, Private,9.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,60.0, United-States,0, Private, Prof-specialty
47.0, Federal-gov,13.0, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,60.0, United-States,1, Federal-gov, Exec-managerial
53.0, State-gov,9.0, Divorced, Exec-managerial, Not-in-family, White, Male,40.0, United-States,0, State-gov, Exec-managerial
31.0, Private,13.0, Married-civ-spouse, Sales, Husband, White, Male,50.0, United-States,1, Private, Sales
19.0, Private,9.0, Never-married, Farming-fishing, Own-child, White, Male,25.0, United-States,0, Private, Farming-fishing
37.0, Local-gov,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,40.0, United-States,1, Local-gov, Adm-clerical
41.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,48.0, United-States,1, Private, Craft-repair
35.0, Private,9.0, Divorced, Exec-managerial, Unmarried, White, Female,40.0, United-States,0, Private, Exec-managerial
52.0, Private,13.0, Married-spouse-absent, Other-service, Not-in-family, White, Male,50.0, United-States,0, Private, Other-service
33.0, Private,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,50.0, United-States,0, Private, Adm-clerical
44.0, Private,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,45.0, United-States,1, Private, Prof-specialty
42.0, State-gov,13.0, Divorced, Adm-clerical, Unmarried, Black, Female,40.0, United-States,0, State-gov, Adm-clerical
59.0, Private,2.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40.0, Mexico,0, Private, Machine-op-inspct
50.0, Private,3.0, Divorced, Other-service, Not-in-family, White, Male,37.0, Cuba,0, Private, Other-service
22.0, Private,4.0, Never-married, Other-service, Unmarried, White, Female,40.0, Mexico,0, Private, Other-service
48.0, Local-gov,9.0, Never-married, Exec-managerial, Own-child, White, Female,40.0, United-States,0, Local-gov, Exec-managerial
41.0, Private,9.0, Married-civ-spouse, Tech-support, Husband, White, Male,40.0, Peru,0, Private, Tech-support
35.0, Self-emp-not-inc,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,40.0, United-States,0, Self-emp-not-inc, Prof-specialty
28.0, Private,10.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40.0, United-States,1, Private, Handlers-cleaners
35.0, Private,10.0, Married-civ-spouse, Tech-support, Husband, White, Male,55.0, Poland,0, Private, Tech-support
31.0, Private,9.0, Divorced, Craft-repair, Not-in-family, White, Male,45.0, United-States,0, Private, Craft-repair
25.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,55.0, United-States,1, Private, Exec-managerial
34.0, Private,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,50.0, United-States,1, Private, Prof-specialty
47.0, Private,10.0, Divorced, Prof-specialty, Not-in-family, White, Male,48.0, United-States,1, Private, Prof-specialty
44.0, Private,9.0, Married-civ-spouse, Sales, Husband, White, Male,35.0, United-States,1, Private, Sales
36.0, Private,9.0, Separated, Adm-clerical, Not-in-family, White, Female,38.0, United-States,0, Private, Adm-clerical
22.0, Private,10.0, Never-married, Machine-op-inspct, Own-child, White, Male,25.0, United-States,0, Private, Machine-op-inspct
29.0, Private,10.0, Never-married, Adm-clerical, Own-child, White, Female,40.0, United-States,0, Private, Adm-clerical
26.0, Self-emp-not-inc,11.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,55.0, United-States,0, Self-emp-not-inc, Farming-fishing
50.0, Private,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40.0, United-States,1, Private, Handlers-cleaners
40.0, Private,9.0, Married-civ-spouse, Sales, Husband, White, Male,60.0, United-States,1, Private, Sales
29.0, Private,13.0, Married-civ-spouse, Sales, Husband, White, Male,55.0, United-States,0, Private, Sales
43.0, Private,9.0, Never-married, Other-service, Not-in-family, Black, Male,40.0, Haiti,0, Private, Other-service
26.0, Private,9.0, Never-married, Other-service, Own-child, White, Male,24.0, United-States,0, Private, Other-service
24.0, Private,1.0, Never-married, Farming-fishing, Not-in-family, White, Male,36.0, Mexico,0, Private, Farming-fishing
37.0, Federal-gov,13.0, Divorced, Exec-managerial, Other-relative, White, Female,50.0, United-States,0, Federal-gov, Exec-managerial
38.0, Private,9.0, Separated, Craft-repair, Unmarried, White, Female,35.0, United-States,0, Private, Craft-repair
18.0, Private,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,37.0, United-States,0, Private, Machine-op-inspct
50.0, Private,8.0, Divorced, Handlers-cleaners, Unmarried, White, Male,40.0, United-States,0, Private, Handlers-cleaners
23.0, Private,14.0, Never-married, Prof-specialty, Own-child, White, Female,36.0, United-States,0, Private, Prof-specialty
52.0, Local-gov,9.0, Divorced, Adm-clerical, Not-in-family, White, Female,45.0, United-States,0, Local-gov, Adm-clerical
48.0, Private,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,55.0, United-States,0, Private, Prof-specialty
38.0, Private,14.0, Married-civ-spouse, Other-service, Husband, Black, Male,40.0, United-States,0, Private, Other-service
18.0, Private,9.0, Never-married, Sales, Own-child, White, Male,10.0, United-States,0, Private, Sales
32.0, Private,13.0, Never-married, Other-service, Unmarried, Other, Male,40.0, United-States,0, Private, Other-service
34.0, Private,13.0, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,50.0, Philippines,1, Private, Other-service
23.0, Private,13.0, Never-married, Exec-managerial, Own-child, White, Male,40.0, United-States,0, Private, Exec-managerial
23.0, Private,10.0, Never-married, Handlers-cleaners, Own-child, White, Male,10.0, United-States,0, Private, Handlers-cleaners
26.0, Private,10.0, Never-married, Exec-managerial, Own-child, Black, Female,40.0, United-States,0, Private, Exec-managerial
49.0, Private,13.0, Never-married, Tech-support, Unmarried, Asian-Pac-Islander, Female,40.0, India,0, Private, Tech-support
44.0, Private,9.0, Married-civ-spouse, Protective-serv, Husband, White, Male,40.0, Canada,0, Private, Protective-serv
31.0, Private,7.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40.0, United-States,0, Private, Machine-op-inspct
19.0, Private,10.0, Never-married, Sales, Own-child, White, Female,25.0, United-States,0, Private, Sales
27.0, Private,11.0, Never-married, Craft-repair, Other-relative, White, Male,40.0, United-States,0, Private, Craft-repair
30.0, Private,10.0, Divorced, Craft-repair, Not-in-family, Black, Male,40.0, United-States,0, Private, Craft-repair
31.0, Private,9.0, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,40.0, United-States,0, Private, Adm-clerical
38.0, Private,15.0, Never-married, Exec-managerial, Not-in-family, White, Male,40.0, United-States,1, Private, Exec-managerial
37.0, Private,9.0, Divorced, Sales, Not-in-family, White, Male,60.0, United-States,0, Private, Sales
56.0, Self-emp-not-inc,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,35.0, United-States,0, Self-emp-not-inc, Exec-managerial
28.0, Private,12.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,45.0, United-States,0, Private, Handlers-cleaners
41.0, State-gov,14.0, Never-married, Adm-clerical, Not-in-family, Black, Female,40.0, United-States,0, State-gov, Adm-clerical
56.0, State-gov,9.0, Widowed, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,40.0, United-States,0, State-gov, Adm-clerical
61.0, Private,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,40.0, United-States,1, Private, Adm-clerical
24.0, Private,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, United-States,0, Private, Craft-repair
45.0, Self-emp-inc,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,35.0, United-States,1, Self-emp-inc, Prof-specialty
57.0, Federal-gov,14.0, Married-civ-spouse, Sales, Husband, White, Male,40.0, United-States,1, Federal-gov, Sales
33.0, Private,9.0, Never-married, Farming-fishing, Not-in-family, White, Male,40.0, United-States,0, Private, Farming-fishing
41.0, Private,8.0, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,40.0, United-States,0, Private, Adm-clerical
59.0, Private,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,40.0, United-States,1, Private, Adm-clerical
32.0, Private,9.0, Divorced, Other-service, Not-in-family, White, Female,40.0, United-States,0, Private, Other-service
29.0, Private,9.0, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Female,40.0, Laos,0, Private, Machine-op-inspct
41.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, United-States,1, Private, Craft-repair
29.0, Private,9.0, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,40.0, Germany,0, Private, Machine-op-inspct
40.0, Self-emp-inc,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,45.0, United-States,1, Self-emp-inc, Exec-managerial
23.0, Private,9.0, Never-married, Protective-serv, Own-child, Amer-Indian-Eskimo, Male,40.0, United-States,0, Private, Protective-serv
25.0, Federal-gov,9.0, Never-married, Adm-clerical, Own-child, Black, Male,40.0, United-States,0, Federal-gov, Adm-clerical
37.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, United-States,0, Private, Craft-repair
41.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, United-States,0, Private, Craft-repair
27.0, Private,13.0, Married-civ-spouse, Exec-managerial, Wife, Black, Female,45.0, United-States,1, Private, Exec-managerial
22.0, Private,10.0, Never-married, Craft-repair, Not-in-family, White, Male,40.0, United-States,0, Private, Craft-repair
31.0, Private,10.0, Never-married, Adm-clerical, Unmarried, White, Female,40.0, United-States,0, Private, Adm-clerical
19.0, Private,8.0, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,25.0, Thailand,0, Private, Prof-specialty
34.0, Private,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,35.0, United-States,0, Private, Machine-op-inspct
43.0, State-gov,9.0, Never-married, Transport-moving, Not-in-family, White, Male,60.0, United-States,0, State-gov, Transport-moving
21.0, Private,10.0, Never-married, Craft-repair, Own-child, White, Male,16.0, United-States,0, Private, Craft-repair
24.0, Private,9.0, Never-married, Transport-moving, Not-in-family, White, Male,40.0, United-States,0, Private, Transport-moving
41.0, Private,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,45.0, United-States,0, Private, Machine-op-inspct
23.0, Private,10.0, Never-married, Other-service, Own-child, White, Male,40.0, United-States,0, Private, Other-service
34.0, Private,13.0, Never-married, Exec-managerial, Own-child, White, Male,40.0, United-States,0, Private, Exec-managerial
49.0, Private,8.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,39.0, United-States,0, Private, Machine-op-inspct
36.0, Self-emp-not-inc,4.0, Married-civ-spouse, Craft-repair, Husband, White, Male,35.0, United-States,0, Self-emp-not-inc, Craft-repair
34.0, Private,12.0, Married-civ-spouse, Craft-repair, Husband, White, Male,44.0, United-States,0, Private, Craft-repair
31.0, State-gov,12.0, Married-civ-spouse, Tech-support, Husband, White, Male,40.0, United-States,1, State-gov, Tech-support
30.0, Private,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,38.0, United-States,0, Private, Prof-specialty
59.0, Local-gov,9.0, Separated, Protective-serv, Other-relative, Black, Female,40.0, United-States,0, Local-gov, Protective-serv
18.0, Private,8.0, Never-married, Handlers-cleaners, Own-child, White, Male,18.0, United-States,0, Private, Handlers-cleaners
44.0, Private,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,43.0, United-States,0, Private, Adm-clerical
30.0, Private,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,44.0, United-States,0, Private, Machine-op-inspct
19.0, Private,10.0, Never-married, Craft-repair, Own-child, White, Male,10.0, United-States,0, Private, Craft-repair
32.0, Private,10.0, Divorced, Handlers-cleaners, Not-in-family, White, Male,16.0, United-States,0, Private, Handlers-cleaners
25.0, Private,13.0, Never-married, Prof-specialty, Own-child, White, Female,40.0, Guatemala,0, Private, Prof-specialty
29.0, Private,13.0, Never-married, Adm-clerical, Own-child, White, Female,40.0, United-States,0, Private, Adm-clerical
28.0, Self-emp-not-inc,13.0, Never-married, Exec-managerial, Not-in-family, White, Male,50.0, United-States,0, Self-emp-not-inc, Exec-managerial
51.0, Private,10.0, Divorced, Exec-managerial, Not-in-family, White, Female,36.0, United-States,0, Private, Exec-managerial
43.0, Federal-gov,11.0, Never-married, Prof-specialty, Not-in-family, White, Female,40.0, United-States,1, Federal-gov, Prof-specialty
45.0, Self-emp-inc,9.0, Married-civ-spouse, Other-service, Husband, White, Male,40.0, United-States,1, Self-emp-inc, Other-service
30.0, Private,13.0, Never-married, Transport-moving, Not-in-family, White, Male,40.0, United-States,0, Private, Transport-moving
45.0, Local-gov,13.0, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,40.0, United-States,1, Local-gov, Farming-fishing
41.0, Local-gov,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,40.0, United-States,0, Local-gov, Transport-moving
30.0, Private,10.0, Divorced, Other-service, Own-child, White, Female,20.0, United-States,0, Private, Other-service
23.0, Private,13.0, Never-married, Farming-fishing, Not-in-family, White, Male,40.0, United-States,0, Private, Farming-fishing
40.0, Local-gov,10.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40.0, Mexico,0, Local-gov, Handlers-cleaners
51.0, Self-emp-not-inc,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,30.0, United-States,0, Self-emp-not-inc, Exec-managerial
